Date,Alert Name,Instance,Job,Group,Severity,Vital,CPU Core,Memory Total,Total Disk Size,Volume,Free,Used
16:February:2025 10:00:00,WindowsServerMemoryUsage,192.168.176.117,DR-Trading-Systems,HR,Critical 95%,Memory,16 Core,64.00 GB,,,3.20 GB,60.80 GB
17:February:2025 10:00:00,WindowsServerCpuUsage,192.168.176.118,STX-IOB-WindowsDB,Product-team,Critical 98%,CPU,16 Core,,,,2.00%,98.00%
18:February:2025 10:00:00,WindowsServerDiskSpaceUsage,172.16.0.246,STX-Focus,BackOffice,Critical 90%,Disk,32 Core,,199.98 GB,D:,20.00 GB,179.98 GB
19:February:2025 10:00:00,LinuxServerRootDiskSpace,172.16.0.87,Cizentrix FTP,Infra-Team-Cezentrix,Critical 95%,Disk,32 Core,,199.40 GB,/,9.97 GB,189.43 GB
20:February:2025 10:00:00,WindowsServerMemoryUsage,172.16.1.23,DR-Trading-Systems,HR,Critical 95%,Memory,16 Core,64.00 GB,,,3.20 GB,60.80 GB
21:February:2025 10:00:00,WindowsServerCpuUsage,172.16.1.174,STX-IOB-WindowsDB,Product-team,Critical 98%,CPU,4 Core,,,,2.00%,98.00%
22:February:2025 10:00:00,WindowsServerDiskSpaceUsage,172.16.1.24,STX-Focus,BackOffice,Critical 90%,Disk,16 Core,,200.00 GB,D:,20.00 GB,180.00 GB
23:February:2025 10:00:00,LinuxServerRootDiskSpace,172.16.0.187,Cizentrix FTP,Infra-Team-Cezentrix,Critical 95%,Disk,32 Core,,293.51 GB,/,14.68 GB,278.84 GB
24:February:2025 10:00:00,WindowsServerMemoryUsage,172.16.0.216,DR-Trading-Systems,HR,Critical 95%,Memory,8 Core,16.00 GB,,,0.80 GB,15.20 GB
25:February:2025 10:00:00,WindowsServerCpuUsage,192.168.1.190,STX-IOB-WindowsDB,Product-team,Critical 98%,CPU,16 Core,,,,2.00%,98.00%
26:February:2025 10:00:00,WindowsServerDiskSpaceUsage,172.16.0.247,STX-Focus,BackOffice,Critical 90%,Disk,16 Core,,149.98 GB,D:,15.00 GB,134.98 GB
27:February:2025 10:00:00,LinuxServerRootDiskSpace,192.168.176.245,Cizentrix FTP,Infra-Team-Cezentrix,Critical 95%,Disk,8 Core,,123.58 GB,/,6.18 GB,117.41 GB
28:February:2025 10:00:00,WindowsServerMemoryUsage,192.168.176.243,DR-Trading-Systems,HR,Critical 95%,Memory,8 Core,16.00 GB,,,0.80 GB,15.20 GB
01:March:2025 10:00:00,WindowsServerCpuUsage,172.16.14.150,STX-IOB-WindowsDB,Product-team,Critical 98%,CPU,2 Core,,,,2.00%,98.00%
02:March:2025 10:00:00,WindowsServerDiskSpaceUsage,192.168.176.149,STX-Focus,BackOffice,Critical 90%,Disk,16 Core,,99.98 GB,D:,10.00 GB,89.98 GB
03:March:2025 10:00:00,LinuxServerRootDiskSpace,192.168.1.174,Cizentrix FTP,Infra-Team-Cezentrix,Critical 95%,Disk,16 Core,,152.91 GB,/,7.65 GB,145.27 GB
04:March:2025 10:00:00,WindowsServerMemoryUsage,192.168.1.200,DR-Trading-Systems,HR,Critical 95%,Memory,16 Core,15.55 GB,,,0.78 GB,14.77 GB
05:March:2025 10:00:00,WindowsServerCpuUsage,192.168.1.160,STX-IOB-WindowsDB,Product-team,Critical 98%,CPU,12 Core,,,,2.00%,98.00%
06:March:2025 10:00:00,WindowsServerDiskSpaceUsage,192.168.176.158,STX-Focus,BackOffice,Critical 90%,Disk,24 Core,,600.00 GB,D:,60.00 GB,540.00 GB
07:March:2025 10:00:00,LinuxServerRootDiskSpace,192.168.176.152,Cizentrix FTP,Infra-Team-Cezentrix,Critical 95%,Disk,16 Core,,152.91 GB,/,7.65 GB,145.27 GB
08:March:2025 10:00:00,WindowsServerMemoryUsage,192.168.1.155,DR-Trading-Systems,HR,Critical 95%,Memory,16 Core,64.00 GB,,,3.20 GB,60.80 GB
09:March:2025 10:00:00,WindowsServerCpuUsage,172.16.0.139,STX-IOB-WindowsDB,Product-team,Critical 98%,CPU,16 Core,,,,2.00%,98.00%
10:March:2025 10:00:00,WindowsServerDiskSpaceUsage,172.16.0.119,STX-Focus,BackOffice,Critical 90%,Disk,8 Core,,1.37 TB,D:,140.45 GB,1.23 TB
11:March:2025 10:00:00,LinuxServerRootDiskSpace,192.168.1.225,Cizentrix FTP,Infra-Team-Cezentrix,Critical 95%,Disk,36 Core,,199.40 GB,/,9.97 GB,189.43 GB
12:March:2025 10:00:00,WindowsServerMemoryUsage,192.168.1.161,DR-Trading-Systems,HR,Critical 95%,Memory,16 Core,64.00 GB,,,3.20 GB,60.80 GB
13:March:2025 10:00:00,WindowsServerCpuUsage,192.168.1.202,STX-IOB-WindowsDB,Product-team,Critical 98%,CPU,N/A,,,,2.00%,98.00%
14:March:2025 10:00:00,WindowsServerDiskSpaceUsage,172.16.0.215,STX-Focus,BackOffice,Critical 90%,Disk,N/A,,199.98 GB,D:,20.00 GB,179.98 GB
15:March:2025 10:00:00,LinuxServerRootDiskSpace,192.168.1.144,Cizentrix FTP,Infra-Team-Cezentrix,Critical 95%,Disk,N/A,,152.91 GB,/,7.65 GB,145.27 GB
16:March:2025 10:00:00,WindowsServerMemoryUsage,192.168.176.111,DR-Trading-Systems,HR,Critical 95%,Memory,N/A,N/A,,,N/A,95.00%
17:March:2025 10:00:00,WindowsServerCpuUsage,172.16.3.170,STX-IOB-WindowsDB,Product-team,Critical 98%,CPU,N/A,,,,2.00%,98.00%
18:March:2025 10:00:00,WindowsServerDiskSpaceUsage,172.16.2.30,STX-Focus,BackOffice,Critical 90%,Disk,N/A,,199.98 GB,D:,20.00 GB,179.98 GB
19:March:2025 10:00:00,LinuxServerRootDiskSpace,192.168.174.246,Cizentrix FTP,Infra-Team-Cezentrix,Critical 95%,Disk,N/A,,199.40 GB,/,9.97 GB,189.43 GB
20:March:2025 10:00:00,WindowsServerMemoryUsage,192.168.174.130,DR-Trading-Systems,HR,Critical 95%,Memory,N/A,N/A,,,N/A,95.00%
21:March:2025 10:00:00,WindowsServerCpuUsage,10.111.66.120,STX-IOB-WindowsDB,Product-team,Critical 98%,CPU,8 Core,,,,2.00%,98.00%
22:March:2025 10:00:00,WindowsServerDiskSpaceUsage,172.16.5.63,STX-Focus,BackOffice,Critical 90%,Disk,8 Core,,3.81 GB,D:,0.38 GB,3.43 GB
23:March:2025 10:00:00,LinuxServerRootDiskSpace,172.16.0.91,Cizentrix FTP,Infra-Team-Cezentrix,Critical 95%,Disk,4 Core,,164.05 GB,/,8.20 GB,155.85 GB
24:March:2025 10:00:00,WindowsServerMemoryUsage,172.16.5.61,DR-Trading-Systems,HR,Critical 95%,Memory,8 Core,15.51 GB,,,0.78 GB,14.74 GB
25:March:2025 10:00:00,WindowsServerCpuUsage,172.16.5.62,STX-IOB-WindowsDB,Product-team,Critical 98%,CPU,8 Core,,,,2.00%,98.00%
26:March:2025 10:00:00,WindowsServerDiskSpaceUsage,172.16.5.66,STX-Focus,BackOffice,Critical 90%,Disk,2 Core,,3.81 GB,D:,0.38 GB,3.43 GB
27:March:2025 10:00:00,LinuxServerRootDiskSpace,192.168.1.143,Cizentrix FTP,Infra-Team-Cezentrix,Critical 95%,Disk,8 Core,,117.19 GB,/,5.86 GB,111.33 GB
28:March:2025 10:00:00,WindowsServerMemoryUsage,172.16.1.99,DR-Trading-Systems,HR,Critical 95%,Memory,4 Core,7.75 GB,,,0.39 GB,7.36 GB
29:March:2025 10:00:00,WindowsServerCpuUsage,172.16.2.217,STX-IOB-WindowsDB,Product-team,Critical 98%,CPU,4 Core,,,,2.00%,98.00%
30:March:2025 10:00:00,WindowsServerDiskSpaceUsage,172.16.1.93,STX-Focus,BackOffice,Critical 90%,Disk,4 Core,,47.93 GB,D:,4.79 GB,43.13 GB
31:March:2025 10:00:00,LinuxServerRootDiskSpace,172.16.2.213,Cizentrix FTP,Infra-Team-Cezentrix,Critical 95%,Disk,8 Core,,178.08 GB,/,8.90 GB,169.18 GB
