Date,Alert Name,Instance,Job,Group,Severity,Vital,CPU Core,Memory Total,Total Disk Size,Volume,Free,Used
01:October:2025 19:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.34GB 
  ServerDetails",90.00%
01:October:2025 20:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.34GB 
  ServerDetails",90.00%
01:October:2025 21:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.34GB 
  ServerDetails",90.00%
01:October:2025 22:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.34GB 
  ServerDetails",90.00%
01:October:2025 22:47:26,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"90.65GB 
  ServerDetails",90.00%
01:October:2025 23:02:26,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"98.98GB 
  ServerDetails",90.00%
01:October:2025 23:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.34GB 
  ServerDetails",90.00%
01:October:2025 23:40:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,97.69%
02:October:2025 00:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.34GB 
  ServerDetails",90.00%
02:October:2025 00:40:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,97.76%
02:October:2025 01:09:26,Critical 80% - Disk,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Disk,16 Core,,617.34 GB,/,123.47 GB,493.87 GB
02:October:2025 01:09:26,Critical 80% - Disk,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Disk,16 Core,,617.34 GB,/,123.47 GB,493.87 GB
02:October:2025 01:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.34GB 
  ServerDetails",90.00%
02:October:2025 01:39:26,Critical 80% - Disk,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Disk,16 Core,,617.34 GB,/,123.47 GB,493.87 GB
02:October:2025 01:39:26,Critical 80% - Disk,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Disk,16 Core,,617.34 GB,/,123.47 GB,493.87 GB
02:October:2025 01:40:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,97.77%
02:October:2025 02:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.34GB 
  ServerDetails",90.00%
02:October:2025 02:40:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,97.84%
02:October:2025 03:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.36GB 
  ServerDetails",90.00%
02:October:2025 03:40:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,97.75%
02:October:2025 04:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.36GB 
  ServerDetails",90.00%
02:October:2025 04:22:38,Critical 90% - CPU,172.16.0.119,StoxKart,Compliance,Critical,CPU,8 Core,,,,4.84%,95.16%
02:October:2025 04:40:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,96.16%
02:October:2025 04:57:38,Critical 90% - CPU,172.16.0.119,StoxKart,Compliance,Critical,CPU,8 Core,,,,8.25%,91.75%
02:October:2025 05:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.36GB 
  ServerDetails",90.00%
02:October:2025 05:40:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,96.67%
02:October:2025 06:00:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,96.29%
02:October:2025 06:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.36GB 
  ServerDetails",90.00%
02:October:2025 07:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.36GB 
  ServerDetails",90.00%
02:October:2025 08:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.36GB 
  ServerDetails",90.00%
02:October:2025 09:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.36GB 
  ServerDetails",90.00%
02:October:2025 10:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.36GB 
  ServerDetails",90.00%
02:October:2025 11:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.36GB 
  ServerDetails",90.00%
02:October:2025 12:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.36GB 
  ServerDetails",90.00%
02:October:2025 13:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.36GB 
  ServerDetails",90.00%
02:October:2025 14:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.36GB 
  ServerDetails",90.00%
02:October:2025 15:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.36GB 
  ServerDetails",90.00%
02:October:2025 16:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.36GB 
  ServerDetails",90.00%
02:October:2025 17:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.36GB 
  ServerDetails",90.00%
02:October:2025 18:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.36GB 
  ServerDetails",90.00%
02:October:2025 19:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.36GB 
  ServerDetails",90.00%
02:October:2025 20:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.36GB 
  ServerDetails",90.00%
02:October:2025 21:10:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.36GB 
  ServerDetails",90.00%
02:October:2025 22:15:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.36GB 
  ServerDetails",90.00%
02:October:2025 22:45:56,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"94.07GB 
  ServerDetails",90.00%
02:October:2025 22:55:56,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"98.16GB 
  ServerDetails",90.00%
02:October:2025 23:15:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.36GB 
  ServerDetails",90.00%
02:October:2025 23:40:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,95.76%
03:October:2025 00:14:49,Critical 90% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
03:October:2025 00:15:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.36GB 
  ServerDetails",90.00%
03:October:2025 00:40:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,95.77%
03:October:2025 01:09:41,Critical 80% - Disk,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Disk,16 Core,,617.34 GB,/,123.47 GB,493.87 GB
03:October:2025 01:09:41,Critical 80% - Disk,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Disk,16 Core,,617.34 GB,/,123.47 GB,493.87 GB
03:October:2025 01:14:49,Critical 90% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
03:October:2025 01:15:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.36GB 
  ServerDetails",90.00%
03:October:2025 01:39:41,Critical 80% - Disk,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Disk,16 Core,,617.34 GB,/,123.47 GB,493.87 GB
03:October:2025 01:39:41,Critical 80% - Disk,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Disk,16 Core,,617.34 GB,/,123.47 GB,493.87 GB
03:October:2025 01:40:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,95.77%
03:October:2025 02:14:49,Critical 90% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
03:October:2025 02:15:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
03:October:2025 02:40:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,97.68%
03:October:2025 03:14:49,Critical 90% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
03:October:2025 03:15:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
03:October:2025 03:40:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,97.59%
03:October:2025 04:06:38,Critical 90% - CPU,172.16.0.119,StoxKart,Compliance,Critical,CPU,8 Core,,,,5.99%,94.01%
03:October:2025 04:14:49,Critical 90% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
03:October:2025 04:15:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
03:October:2025 04:16:38,Critical 90% - CPU,172.16.0.119,StoxKart,Compliance,Critical,CPU,8 Core,,,,2.58%,97.42%
03:October:2025 04:17:08,Critical 90% - CPU,172.16.0.119,StoxKart,Compliance,Critical,CPU,8 Core,,,,2.18%,97.82%
03:October:2025 04:22:08,Critical 90% - CPU,172.16.0.119,StoxKart,Compliance,Critical,CPU,8 Core,,,,2.40%,97.60%
03:October:2025 04:40:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,97.65%
03:October:2025 05:14:49,Critical 90% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
03:October:2025 05:15:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
03:October:2025 05:40:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,96.73%
03:October:2025 06:00:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,97.40%
03:October:2025 06:14:49,Critical 90% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
03:October:2025 06:15:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
03:October:2025 07:14:49,Critical 90% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
03:October:2025 07:15:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
03:October:2025 08:14:49,Critical 90% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
03:October:2025 08:15:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
03:October:2025 09:14:49,Critical 90% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
03:October:2025 09:15:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
03:October:2025 10:15:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
03:October:2025 10:19:49,Critical 90% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
03:October:2025 11:15:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
03:October:2025 11:19:49,Critical 90% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
03:October:2025 11:48:11,Critical 90% - Memory,172.16.3.207,IDG-Stoxkart-Temporal,IDG,Critical,Memory,4 Core,23.47 GB,,,2.35 GB,21.12 GB
03:October:2025 11:53:11,Critical 90% - Memory,172.16.3.207,IDG-Stoxkart-Temporal,IDG,Critical,Memory,4 Core,23.47 GB,,,2.35 GB,21.12 GB
03:October:2025 12:15:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
03:October:2025 12:19:49,Critical 90% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
03:October:2025 13:19:49,Critical 90% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
03:October:2025 13:20:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
03:October:2025 13:54:49,Critical 90% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
03:October:2025 14:20:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
03:October:2025 15:20:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
03:October:2025 16:20:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
03:October:2025 17:20:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
03:October:2025 18:20:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
03:October:2025 19:20:27,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
03:October:2025 20:20:28,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
03:October:2025 21:25:28,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
03:October:2025 22:25:28,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
03:October:2025 22:37:34,Critical 90% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,1.00 TB,H:,102.39 GB,921.48 GB
03:October:2025 22:54:56,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"92.65GB 
  ServerDetails",90.00%
03:October:2025 23:09:56,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"99.34GB 
  ServerDetails",90.00%
03:October:2025 23:25:28,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
03:October:2025 23:37:34,Critical 90% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,1.00 TB,H:,102.39 GB,921.48 GB
03:October:2025 23:52:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,95.69%
04:October:2025 00:25:28,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
04:October:2025 00:37:34,Critical 90% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,1.00 TB,H:,102.39 GB,921.48 GB
04:October:2025 00:52:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,97.24%
04:October:2025 01:00:34,Critical 90% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
04:October:2025 01:25:28,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
04:October:2025 01:25:34,Critical 90% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
04:October:2025 01:37:34,Critical 90% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,1.00 TB,H:,102.39 GB,921.48 GB
04:October:2025 01:52:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,97.65%
04:October:2025 02:25:28,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.41GB 
  ServerDetails",90.00%
04:October:2025 02:37:34,Critical 90% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,1.00 TB,H:,102.39 GB,921.48 GB
04:October:2025 02:52:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,97.82%
04:October:2025 03:02:34,Critical 90% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,1.00 TB,H:,102.39 GB,921.48 GB
04:October:2025 03:05:49,Critical 90% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,1.00 TB,H:,102.39 GB,921.48 GB
04:October:2025 03:25:28,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.42GB 
  ServerDetails",90.00%
04:October:2025 03:52:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,96.24%
04:October:2025 04:10:49,Critical 90% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,1.00 TB,H:,102.39 GB,921.48 GB
04:October:2025 04:25:28,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.42GB 
  ServerDetails",90.00%
04:October:2025 04:52:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,96.32%
04:October:2025 05:10:49,Critical 90% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,1.00 TB,H:,102.39 GB,921.48 GB
04:October:2025 05:25:28,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.42GB 
  ServerDetails",90.00%
04:October:2025 05:52:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,96.64%
04:October:2025 06:02:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,96.30%
04:October:2025 06:10:49,Critical 90% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,1.00 TB,H:,102.39 GB,921.48 GB
04:October:2025 06:25:28,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.42GB 
  ServerDetails",90.00%
04:October:2025 06:50:28,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.42GB 
  ServerDetails",90.00%
04:October:2025 06:53:41,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.42GB 
  ServerDetails",90.00%
04:October:2025 07:10:49,Critical 90% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,1.00 TB,H:,102.39 GB,921.48 GB
04:October:2025 07:53:41,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.42GB 
  ServerDetails",90.00%
04:October:2025 08:10:49,Critical 90% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,1.00 TB,H:,102.39 GB,921.48 GB
04:October:2025 08:53:41,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"92.42GB 
  ServerDetails",90.00%
04:October:2025 09:10:49,Critical 90% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,1.00 TB,H:,102.39 GB,921.48 GB
