Date,Alert Name,Instance,Job,Group,Severity,Vital,CPU Core,Memory Total,Total Disk Size,Volume,Free,Used
01:July:2025 02:16:04,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
01:July:2025 02:16:04,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
01:July:2025 02:32:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.53GB 
  ServerDetails",90.00%
01:July:2025 02:32:31,WindowsServerDiskSpaceUsage,172.16.0.87,StoxKart,DBA-Team,Critical 90%,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
01:July:2025 02:37:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"92.17GB 
  ServerDetails",90.00%
01:July:2025 02:42:31,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
01:July:2025 02:43:56,WindowsServerMemoryUsage,172.16.0.47,BO,BackOffice,Critical 90%,Memory,N/A,N/A,,,N/A,95.69%
01:July:2025 03:10:04,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
01:July:2025 03:16:04,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
01:July:2025 03:16:04,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
01:July:2025 03:32:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.53GB 
  ServerDetails",90.00%
01:July:2025 03:32:31,WindowsServerDiskSpaceUsage,172.16.0.87,StoxKart,DBA-Team,Critical 90%,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
01:July:2025 03:37:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"92.17GB 
  ServerDetails",90.00%
01:July:2025 03:42:31,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
01:July:2025 03:43:56,WindowsServerMemoryUsage,172.16.0.47,BO,BackOffice,Critical 90%,Memory,N/A,N/A,,,N/A,95.87%
01:July:2025 04:10:04,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
01:July:2025 04:16:04,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
01:July:2025 04:16:04,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
01:July:2025 04:32:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.53GB 
  ServerDetails",90.00%
01:July:2025 04:32:31,WindowsServerDiskSpaceUsage,172.16.0.87,StoxKart,DBA-Team,Critical 90%,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
01:July:2025 04:37:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"92.17GB 
  ServerDetails",90.00%
01:July:2025 04:42:31,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
01:July:2025 04:43:56,WindowsServerMemoryUsage,172.16.0.47,BO,BackOffice,Critical 90%,Memory,N/A,N/A,,,N/A,96.16%
01:July:2025 05:10:04,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
01:July:2025 05:16:04,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
01:July:2025 05:16:04,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
01:July:2025 05:32:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.53GB 
  ServerDetails",90.00%
01:July:2025 05:32:31,WindowsServerDiskSpaceUsage,172.16.0.87,StoxKart,DBA-Team,Critical 90%,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
01:July:2025 05:37:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"92.17GB 
  ServerDetails",90.00%
01:July:2025 05:42:31,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
01:July:2025 05:43:56,WindowsServerMemoryUsage,172.16.0.47,BO,BackOffice,Critical 90%,Memory,N/A,N/A,,,N/A,96.12%
01:July:2025 06:03:56,WindowsServerMemoryUsage,172.16.0.47,BO,BackOffice,Critical 90%,Memory,N/A,N/A,,,N/A,94.96%
01:July:2025 06:10:04,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
01:July:2025 06:16:04,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
01:July:2025 06:16:04,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
01:July:2025 06:32:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.06GB 
  ServerDetails",90.00%
01:July:2025 06:32:31,WindowsServerDiskSpaceUsage,172.16.0.87,StoxKart,DBA-Team,Critical 90%,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
01:July:2025 06:37:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"92.17GB 
  ServerDetails",90.00%
01:July:2025 06:42:31,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
01:July:2025 07:10:05,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
01:July:2025 07:16:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
01:July:2025 07:16:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
01:July:2025 07:32:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.06GB 
  ServerDetails",90.00%
01:July:2025 07:32:31,WindowsServerDiskSpaceUsage,172.16.0.87,StoxKart,DBA-Team,Critical 90%,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
01:July:2025 07:37:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"92.17GB 
  ServerDetails",90.00%
01:July:2025 07:42:31,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
01:July:2025 08:10:05,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
01:July:2025 08:16:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
01:July:2025 08:16:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
01:July:2025 08:32:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.06GB 
  ServerDetails",90.00%
01:July:2025 08:32:31,WindowsServerDiskSpaceUsage,172.16.0.87,StoxKart,DBA-Team,Critical 90%,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
01:July:2025 08:37:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"92.17GB 
  ServerDetails",90.00%
01:July:2025 08:42:31,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
01:July:2025 09:10:05,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
01:July:2025 09:16:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
01:July:2025 09:21:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
01:July:2025 09:32:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.06GB 
  ServerDetails",90.00%
01:July:2025 09:32:31,WindowsServerDiskSpaceUsage,172.16.0.87,StoxKart,DBA-Team,Critical 90%,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
01:July:2025 09:37:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"92.17GB 
  ServerDetails",90.00%
01:July:2025 09:42:31,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
01:July:2025 10:10:05,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
01:July:2025 10:16:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
01:July:2025 10:21:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
01:July:2025 10:32:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.06GB 
  ServerDetails",90.00%
01:July:2025 10:32:31,WindowsServerDiskSpaceUsage,172.16.0.87,StoxKart,DBA-Team,Critical 90%,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
01:July:2025 10:37:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"92.09GB 
  ServerDetails",90.00%
01:July:2025 10:42:31,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
01:July:2025 11:10:05,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
01:July:2025 11:16:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
01:July:2025 11:21:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
01:July:2025 11:32:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.06GB 
  ServerDetails",90.00%
01:July:2025 11:37:31,WindowsServerDiskSpaceUsage,172.16.0.87,StoxKart,DBA-Team,Critical 90%,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
01:July:2025 11:42:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"92.09GB 
  ServerDetails",90.00%
01:July:2025 11:42:31,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
01:July:2025 12:10:05,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
01:July:2025 12:16:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
01:July:2025 12:21:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
01:July:2025 12:32:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.06GB 
  ServerDetails",90.00%
01:July:2025 12:37:31,WindowsServerDiskSpaceUsage,172.16.0.87,StoxKart,DBA-Team,Critical 90%,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
01:July:2025 12:42:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"92.09GB 
  ServerDetails",90.00%
01:July:2025 12:42:31,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
01:July:2025 13:10:05,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
01:July:2025 13:21:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
01:July:2025 13:21:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
01:July:2025 13:32:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.06GB 
  ServerDetails",90.00%
01:July:2025 13:37:31,WindowsServerDiskSpaceUsage,172.16.0.87,StoxKart,DBA-Team,Critical 90%,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
01:July:2025 13:42:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"92.09GB 
  ServerDetails",90.00%
01:July:2025 13:42:31,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
01:July:2025 14:10:05,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
01:July:2025 14:21:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
01:July:2025 14:21:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
01:July:2025 14:32:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.06GB 
  ServerDetails",90.00%
01:July:2025 14:37:31,WindowsServerDiskSpaceUsage,172.16.0.87,StoxKart,DBA-Team,Critical 90%,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
01:July:2025 14:42:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"92.09GB 
  ServerDetails",90.00%
01:July:2025 14:42:31,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
01:July:2025 15:10:05,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
01:July:2025 15:21:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
01:July:2025 15:21:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
01:July:2025 15:32:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.06GB 
  ServerDetails",90.00%
01:July:2025 15:37:31,WindowsServerDiskSpaceUsage,172.16.0.87,StoxKart,DBA-Team,Critical 90%,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
01:July:2025 15:42:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"92.09GB 
  ServerDetails",90.00%
01:July:2025 15:42:31,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
01:July:2025 16:10:05,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
01:July:2025 16:21:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
01:July:2025 16:21:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
01:July:2025 16:32:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.06GB 
  ServerDetails",90.00%
01:July:2025 16:37:31,WindowsServerDiskSpaceUsage,172.16.0.87,StoxKart,DBA-Team,Critical 90%,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
01:July:2025 16:42:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"92.09GB 
  ServerDetails",90.00%
01:July:2025 16:42:31,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
01:July:2025 17:10:05,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
01:July:2025 17:21:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
01:July:2025 17:21:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
01:July:2025 17:32:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.06GB 
  ServerDetails",90.00%
01:July:2025 17:37:31,WindowsServerDiskSpaceUsage,172.16.0.87,StoxKart,DBA-Team,Critical 90%,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
01:July:2025 17:42:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"92.09GB 
  ServerDetails",90.00%
01:July:2025 17:42:31,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
01:July:2025 18:10:05,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
01:July:2025 18:21:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
01:July:2025 18:21:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
01:July:2025 18:32:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.06GB 
  ServerDetails",90.00%
01:July:2025 18:37:31,WindowsServerDiskSpaceUsage,172.16.0.87,StoxKart,DBA-Team,Critical 90%,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
01:July:2025 18:42:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"92.09GB 
  ServerDetails",90.00%
01:July:2025 18:42:31,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
01:July:2025 19:10:05,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
01:July:2025 19:21:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
01:July:2025 19:21:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
01:July:2025 19:32:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.06GB 
  ServerDetails",90.00%
01:July:2025 19:37:31,WindowsServerDiskSpaceUsage,172.16.0.87,StoxKart,DBA-Team,Critical 90%,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
01:July:2025 19:42:27,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"92.09GB 
  ServerDetails",90.00%
01:July:2025 19:42:31,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
01:July:2025 20:10:05,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
01:July:2025 20:21:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
01:July:2025 20:21:05,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
