Date,Alert Name,Instance,Job,Group,Severity,Vital,CPU Core,Memory Total,Total Disk Size,Volume,Free,Used
30:July:2026 00:28:25,Critical 50% - Disk,172.16.0.139,alertmanager,Optimum,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
30:July:2026 00:31:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
30:July:2026 00:36:39,Critical 50% - Disk,172.16.1.24,Class-DP-Application-Server,BackOffice,Critical,Disk,16 Core,,239.51 GB,C:,119.75 GB,119.75 GB
30:July:2026 00:36:39,Critical 90% - Disk,172.16.0.187,Stoxkart-Ekyc,DBA-Team,Critical,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
30:July:2026 00:41:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,899.98 GB,H:,449.99 GB,449.99 GB
30:July:2026 00:46:39,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart-DB-SRV,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
30:July:2026 00:51:39,Critical 50% - Disk,192.168.1.225,Stoxkart-XTS,LAMA,Critical,Disk,36 Core,,600.00 GB,D:,282.12 GB,317.88 GB
30:July:2026 00:56:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,4.00 TB,R:,2.00 TB,2.00 TB
30:July:2026 00:56:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,549.98 GB,F:,274.99 GB,274.99 GB
30:July:2026 00:58:25,Critical 50% - Disk,172.16.0.139,alertmanager,Optimum,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
30:July:2026 00:58:25,Critical 50% - Disk,172.16.0.139,alertmanager,Optimum,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
30:July:2026 00:59:55,Critical 50% - Disk,172.16.0.139,alertmanager,Optimum,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
30:July:2026 00:59:55,Critical 50% - Disk,172.16.0.139,alertmanager,Optimum,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
30:July:2026 01:01:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.50 TB,E:,1.25 TB,1.25 TB
30:July:2026 01:01:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.00 TB,F:,1.00 TB,1.00 TB
30:July:2026 01:01:39,Critical 50% - Disk,172.16.1.99,stx_middleware_app,Middleware,Critical,Disk,4 Core,,80.15 GB,/,29.95 GB,50.20 GB
30:July:2026 01:01:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.00 TB,F:,1.00 TB,1.00 TB
30:July:2026 01:01:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
30:July:2026 01:01:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.00 TB,J:,1.00 TB,1.00 TB
30:July:2026 01:01:39,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart-DB-SRV,DBA-Team,Critical,Disk,16 Core,,1.50 TB,F:,767.99 GB,767.99 GB
30:July:2026 01:01:39,Critical 90% - Disk,172.16.0.187,Stoxkart-Ekyc,DBA-Team,Critical,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
30:July:2026 01:02:51,Critical 50% - Disk,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical,Disk,24 Core,,600.00 GB,D:,285.66 GB,314.34 GB
30:July:2026 01:04:14,Critical 50% - Disk,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical,Disk,16 Core,,292.97 GB,D:,146.48 GB,146.48 GB
30:July:2026 01:06:39,Critical 90% - Disk,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical,Disk,16 Core,,291.05 GB,/home,29.10 GB,261.94 GB
30:July:2026 01:06:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.50 TB,E:,1.25 TB,1.25 TB
30:July:2026 01:06:39,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
30:July:2026 01:06:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,199.40 GB,C:,99.70 GB,99.70 GB
30:July:2026 01:16:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,1.50 TB,G:,767.99 GB,767.99 GB
30:July:2026 01:16:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.00 TB,J:,1.00 TB,1.00 TB
30:July:2026 01:16:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,1.25 TB,F:,639.99 GB,639.99 GB
30:July:2026 01:16:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,1.50 TB,G:,767.99 GB,767.99 GB
30:July:2026 01:21:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,499.98 GB,G:,249.99 GB,249.99 GB
30:July:2026 01:31:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
30:July:2026 01:36:39,Critical 90% - Disk,172.16.0.187,Stoxkart-Ekyc,DBA-Team,Critical,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
30:July:2026 01:36:39,Critical 50% - Disk,172.16.1.24,Class-DP-Application-Server,BackOffice,Critical,Disk,16 Core,,239.51 GB,C:,119.75 GB,119.75 GB
30:July:2026 01:41:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,899.98 GB,H:,449.99 GB,449.99 GB
30:July:2026 01:46:39,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart-DB-SRV,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
30:July:2026 01:51:39,Critical 50% - Disk,192.168.1.225,Stoxkart-XTS,LAMA,Critical,Disk,36 Core,,600.00 GB,D:,282.06 GB,317.94 GB
30:July:2026 01:56:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,4.00 TB,R:,2.00 TB,2.00 TB
30:July:2026 01:56:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,549.98 GB,F:,274.99 GB,274.99 GB
30:July:2026 01:59:55,Critical 50% - Disk,172.16.0.139,alertmanager,Optimum,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
30:July:2026 01:59:55,Critical 50% - Disk,172.16.0.139,alertmanager,Optimum,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
30:July:2026 02:01:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.50 TB,E:,1.25 TB,1.25 TB
30:July:2026 02:01:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.00 TB,F:,1.00 TB,1.00 TB
30:July:2026 02:01:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.00 TB,F:,1.00 TB,1.00 TB
30:July:2026 02:01:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
30:July:2026 02:01:39,Critical 50% - Disk,172.16.1.99,stx_middleware_app,Middleware,Critical,Disk,4 Core,,80.15 GB,/,29.95 GB,50.20 GB
30:July:2026 02:02:51,Critical 50% - Disk,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical,Disk,24 Core,,600.00 GB,D:,285.60 GB,314.40 GB
30:July:2026 02:04:14,Critical 50% - Disk,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical,Disk,16 Core,,292.97 GB,D:,146.48 GB,146.48 GB
30:July:2026 02:06:39,Critical 90% - Disk,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical,Disk,16 Core,,291.05 GB,/home,29.10 GB,261.94 GB
30:July:2026 02:06:39,Critical 90% - Disk,172.16.0.187,Stoxkart-Ekyc,DBA-Team,Critical,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
30:July:2026 02:06:39,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
30:July:2026 02:06:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,199.40 GB,C:,99.70 GB,99.70 GB
30:July:2026 02:06:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.00 TB,J:,1.00 TB,1.00 TB
30:July:2026 02:06:39,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart-DB-SRV,DBA-Team,Critical,Disk,16 Core,,1.50 TB,F:,767.99 GB,767.99 GB
30:July:2026 02:06:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.50 TB,E:,1.25 TB,1.25 TB
30:July:2026 02:16:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,1.50 TB,G:,767.99 GB,767.99 GB
30:July:2026 02:16:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.00 TB,J:,1.00 TB,1.00 TB
30:July:2026 02:21:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,1.50 TB,G:,767.99 GB,767.99 GB
30:July:2026 02:21:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,1.25 TB,F:,639.99 GB,639.99 GB
30:July:2026 02:21:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,499.98 GB,G:,249.99 GB,249.99 GB
30:July:2026 02:31:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
30:July:2026 02:36:39,Critical 90% - Disk,172.16.0.187,Stoxkart-Ekyc,DBA-Team,Critical,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
30:July:2026 02:36:39,Critical 50% - Disk,172.16.1.24,Class-DP-Application-Server,BackOffice,Critical,Disk,16 Core,,239.51 GB,C:,119.75 GB,119.75 GB
30:July:2026 02:41:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,899.98 GB,H:,449.99 GB,449.99 GB
30:July:2026 02:46:39,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart-DB-SRV,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
30:July:2026 02:51:39,Critical 50% - Disk,192.168.1.225,Stoxkart-XTS,LAMA,Critical,Disk,36 Core,,600.00 GB,D:,282.06 GB,317.94 GB
30:July:2026 02:56:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,4.00 TB,R:,2.00 TB,2.00 TB
30:July:2026 02:56:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,549.98 GB,F:,274.99 GB,274.99 GB
30:July:2026 02:59:55,Critical 50% - Disk,172.16.0.139,alertmanager,Optimum,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
30:July:2026 02:59:55,Critical 50% - Disk,172.16.0.139,alertmanager,Optimum,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
30:July:2026 03:01:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.50 TB,E:,1.25 TB,1.25 TB
30:July:2026 03:01:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.00 TB,F:,1.00 TB,1.00 TB
30:July:2026 03:01:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.00 TB,F:,1.00 TB,1.00 TB
30:July:2026 03:02:51,Critical 50% - Disk,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical,Disk,24 Core,,600.00 GB,D:,285.60 GB,314.40 GB
30:July:2026 03:04:14,Critical 50% - Disk,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical,Disk,16 Core,,292.97 GB,D:,146.48 GB,146.48 GB
30:July:2026 03:06:39,Critical 90% - Disk,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical,Disk,16 Core,,291.05 GB,/home,29.10 GB,261.94 GB
30:July:2026 03:06:39,Critical 90% - Disk,172.16.0.187,Stoxkart-Ekyc,DBA-Team,Critical,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
30:July:2026 03:06:39,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
30:July:2026 03:06:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
30:July:2026 03:06:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,199.40 GB,C:,99.70 GB,99.70 GB
30:July:2026 03:06:39,Critical 50% - Disk,172.16.1.99,stx_middleware_app,Middleware,Critical,Disk,4 Core,,80.15 GB,/,29.95 GB,50.21 GB
30:July:2026 03:06:39,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart-DB-SRV,DBA-Team,Critical,Disk,16 Core,,1.50 TB,F:,767.99 GB,767.99 GB
30:July:2026 03:06:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.00 TB,J:,1.00 TB,1.00 TB
30:July:2026 03:06:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.50 TB,E:,1.25 TB,1.25 TB
30:July:2026 03:16:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,1.50 TB,G:,767.99 GB,767.99 GB
30:July:2026 03:16:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.00 TB,J:,1.00 TB,1.00 TB
30:July:2026 03:21:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,1.50 TB,G:,767.99 GB,767.99 GB
30:July:2026 03:21:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,499.98 GB,G:,249.99 GB,249.99 GB
30:July:2026 03:26:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,1.25 TB,F:,639.99 GB,639.99 GB
30:July:2026 03:31:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
30:July:2026 03:36:39,Critical 90% - Disk,172.16.0.187,Stoxkart-Ekyc,DBA-Team,Critical,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
30:July:2026 03:36:39,Critical 50% - Disk,172.16.1.24,Class-DP-Application-Server,BackOffice,Critical,Disk,16 Core,,239.51 GB,C:,119.75 GB,119.75 GB
30:July:2026 03:41:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,899.98 GB,H:,449.99 GB,449.99 GB
30:July:2026 03:46:39,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart-DB-SRV,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
30:July:2026 03:51:39,Critical 50% - Disk,192.168.1.225,Stoxkart-XTS,LAMA,Critical,Disk,36 Core,,600.00 GB,D:,282.00 GB,318.00 GB
30:July:2026 03:56:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,549.98 GB,F:,274.99 GB,274.99 GB
30:July:2026 03:59:55,Critical 50% - Disk,172.16.0.139,alertmanager,Optimum,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
30:July:2026 03:59:55,Critical 50% - Disk,172.16.0.139,alertmanager,Optimum,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
30:July:2026 04:01:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,4.00 TB,R:,2.00 TB,2.00 TB
30:July:2026 04:01:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.50 TB,E:,1.25 TB,1.25 TB
30:July:2026 04:01:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.00 TB,F:,1.00 TB,1.00 TB
30:July:2026 04:01:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.00 TB,F:,1.00 TB,1.00 TB
30:July:2026 04:02:51,Critical 50% - Disk,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical,Disk,24 Core,,600.00 GB,D:,285.60 GB,314.40 GB
30:July:2026 04:04:14,Critical 50% - Disk,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical,Disk,16 Core,,292.97 GB,D:,146.48 GB,146.48 GB
30:July:2026 04:06:39,Critical 90% - Disk,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical,Disk,16 Core,,291.05 GB,/home,29.10 GB,261.94 GB
30:July:2026 04:06:39,Critical 90% - Disk,172.16.0.187,Stoxkart-Ekyc,DBA-Team,Critical,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
30:July:2026 04:06:39,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
30:July:2026 04:06:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
30:July:2026 04:06:39,Critical 50% - Disk,172.16.1.99,stx_middleware_app,Middleware,Critical,Disk,4 Core,,80.15 GB,/,29.95 GB,50.21 GB
30:July:2026 04:06:39,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart-DB-SRV,DBA-Team,Critical,Disk,16 Core,,1.50 TB,F:,767.99 GB,767.99 GB
30:July:2026 04:06:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.50 TB,E:,1.25 TB,1.25 TB
30:July:2026 04:06:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.00 TB,J:,1.00 TB,1.00 TB
30:July:2026 04:11:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,199.40 GB,C:,99.70 GB,99.70 GB
30:July:2026 04:16:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,1.50 TB,G:,767.99 GB,767.99 GB
30:July:2026 04:16:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.00 TB,J:,1.00 TB,1.00 TB
30:July:2026 04:21:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,1.50 TB,G:,767.99 GB,767.99 GB
30:July:2026 04:21:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,499.98 GB,G:,249.99 GB,249.99 GB
30:July:2026 04:26:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,1.25 TB,F:,639.99 GB,639.99 GB
30:July:2026 04:31:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
30:July:2026 04:36:39,Critical 50% - Disk,172.16.1.24,Class-DP-Application-Server,BackOffice,Critical,Disk,16 Core,,239.51 GB,C:,119.75 GB,119.75 GB
30:July:2026 04:36:39,Critical 90% - Disk,172.16.0.187,Stoxkart-Ekyc,DBA-Team,Critical,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
30:July:2026 04:41:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,899.98 GB,H:,449.99 GB,449.99 GB
30:July:2026 04:46:39,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart-DB-SRV,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
30:July:2026 04:51:39,Critical 50% - Disk,192.168.1.225,Stoxkart-XTS,LAMA,Critical,Disk,36 Core,,600.00 GB,D:,282.00 GB,318.00 GB
30:July:2026 04:56:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,549.98 GB,F:,274.99 GB,274.99 GB
30:July:2026 04:59:55,Critical 50% - Disk,172.16.0.139,alertmanager,Optimum,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
30:July:2026 04:59:55,Critical 50% - Disk,172.16.0.139,alertmanager,Optimum,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
30:July:2026 05:01:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,4.00 TB,R:,2.00 TB,2.00 TB
30:July:2026 05:01:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.50 TB,E:,1.25 TB,1.25 TB
30:July:2026 05:01:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.00 TB,F:,1.00 TB,1.00 TB
30:July:2026 05:04:14,Critical 50% - Disk,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical,Disk,16 Core,,292.97 GB,D:,146.48 GB,146.48 GB
30:July:2026 05:06:39,Critical 90% - Disk,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical,Disk,16 Core,,291.05 GB,/home,29.10 GB,261.94 GB
30:July:2026 05:06:39,Critical 90% - Disk,172.16.0.187,Stoxkart-Ekyc,DBA-Team,Critical,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
30:July:2026 05:06:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.00 TB,F:,1.00 TB,1.00 TB
30:July:2026 05:06:39,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
30:July:2026 05:06:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
30:July:2026 05:06:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.50 TB,E:,1.25 TB,1.25 TB
